730	3
489	730
0	730
370	730

731	4
620	731
5713	731
12441	731
2353	731

732	18
620	732
406	732
197	732
270	732
517	732
376	732
641	732
512	732
14311	732
8792	732
1646	732
1354	732
1766	732
3194	732
7299	732
2350	732
10494	732
2354	732

733	30
664	733
298	733
19	733
1072	733
2463	733
2464	733
4475	733
5979	733
4476	733
1423	733
9123	733
4477	733
5322	733
1424	733
7576	733
2465	733
3356	733
2466	733
2467	733
1860	733
10909	733
3357	733
3358	733
3359	733
9124	733
1073	733
1074	733
7577	733
4478	733
5980	733

734	54
141	734
5	734
136	734
7588	734
1862	734
9132	734
7589	734
14362	734
12870	734
1691	734
18692	734
9133	734
5984	734
5985	734
3367	734
5986	734
12871	734
13850	734
9134	734
5535	734
14149	734
1863	734
7590	734
12872	734
12873	734
12874	734
10440	734
12875	734
4486	734
12258	734
12012	734
1864	734
3368	734
10916	734
1865	734
10525	734
14211	734
3369	734
3370	734
3371	734
2470	734
5987	734
1657	734
1866	734
8817	734
14843	734
10117	734
5585	734
3372	734
3373	734
12876	734
5988	734
3374	734
5989	734

735	12
958	735
2920	735
1867	735
2921	735
6965	735
3376	735
4489	735
6968	735
961	735
18017	735
2186	735
1065	735

736	25
136	736
184	736
133	736
409	736
791	736
497	736
13128	736
13129	736
3442	736
5773	736
13130	736
972	736
5792	736
2361	736
10403	736
14033	736
19824	736
15154	736
6192	736
15148	736
13125	736
15155	736
5349	736
1709	736
8376	736

737	17
556	737
17265	737
15175	737
4680	737
9389	737
6199	737
13145	737
12856	737
2165	737
3523	737
9390	737
4681	737
10897	737
1667	737
16920	737
1474	737
11210	737

738	9
636	738
81	738
133	738
268	738
431	738
675	738
7112	738
6072	738
8378	738

739	42
561	739
376	739
677	739
1118	739
4018	739
15226	739
2177	739
3543	739
7077	739
6227	739
1946	739
3541	739
19736	739
2951	739
2197	739
4693	739
9416	739
4705	739
3544	739
4706	739
4019	739
3356	739
11251	739
5443	739
3151	739
11250	739
6232	739
2585	739
3539	739
8379	739
7801	739
11252	739
2198	739
1364	739
11253	739
1947	739
2338	739
1942	739
9421	739
5639	739
2583	739
2586	739

740	25
376	740
1632	740
3556	740
7077	740
17326	740
1670	740
9458	740
1121	740
4700	740
19842	740
11250	740
965	740
3557	740
18992	740
15233	740
13216	740
6231	740
2596	740
4703	740
17299	740
9420	740
861	740
9459	740
7800	740
17327	740

741	3
364	741
496	741
2996	741

742	25
364	742
274	742
4057	742
3572	742
1964	742
3573	742
2988	742
1764	742
9499	742
18147	742
1636	742
6313	742
7361	742
1489	742
5544	742
5503	742
1486	742
977	742
1698	742
6314	742
3574	742
2219	742
7151	742
1493	742
2220	742

743	10
137	743
5331	743
4764	743
1685	743
2635	743
4024	743
4761	743
3589	743
5466	743
1974	743

744	16
51	744
3955	744
1499	744
2178	744
8848	744
7324	744
8849	744
6342	744
7339	744
5753	744
1976	744
3591	744
7340	744
4797	744
3223	744
18658	744

745	56
268	745
16249	745
2896	745
2276	745
6361	745
15330	745
6174	745
1979	745
13304	745
4063	745
17412	745
4038	745
12288	745
1823	745
6362	745
7896	745
7857	745
5592	745
1980	745
17413	745
1981	745
2984	745
2639	745
1500	745
6331	745
7897	745
7898	745
15076	745
8825	745
6363	745
4812	745
8586	745
4400	745
6984	745
1960	745
5505	745
3083	745
4302	745
15331	745
4770	745
4077	745
5449	745
1135	745
3249	745
18348	745
7899	745
5585	745
1321	745
1692	745
13140	745
4813	745
12079	745
6364	745
4083	745
15332	745
17414	745

746	13
135	746
13871	746
1293	746
11400	746
6390	746
1096	746
2968	746
1459	746
8563	746
1129	746
1704	746
3609	746
5450	746

747	23
79	747
275	747
1157	747
19220	747
4915	747
13454	747
7994	747
11509	747
4916	747
17557	747
7995	747
6494	747
9655	747
11510	747
8397	747
7996	747
6495	747
4917	747
17558	747
15512	747
2696	747
19221	747
7997	747

748	29
7147	748
19265	748
11562	748
16364	748
11538	748
2034	748
13508	748
1811	748
14454	748
1523	748
2394	748
3439	748
1387	748
1976	748
19878	748
6576	748
12483	748
12255	748
7024	748
8409	748
2374	748
8993	748
3698	748
2035	748
1314	748
17166	748
10293	748
17607	748
19264	748

749	46
318	749
52	749
5463	749
5452	749
3209	749
15558	749
11730	749
2063	749
2740	749
6675	749
9050	749
4974	749
2741	749
2742	749
9849	749
9850	749
6676	749
7921	749
17739	749
15733	749
4674	749
17965	749
3760	749
15734	749
18957	749
17740	749
3761	749
15735	749
6677	749
15736	749
14584	749
5043	749
11731	749
13629	749
17741	749
14497	749
9539	749
1181	749
4835	749
11732	749
9851	749
2416	749
5627	749
2634	749
9852	749
14349	749

750	25
96	750
13663	750
2173	750
1553	750
15557	750
6721	750
14242	750
1186	750
3049	750
5606	750
4154	750
17775	750
5580	750
12355	750
15780	750
15781	750
1344	750
12407	750
6637	750
14281	750
15782	750
2613	750
13337	750
19574	750
4826	750

751	11
239	751
455	751
589	751
897	751
1271	751
1642	751
1745	751
4642	751
9225	751
1555	751
5568	751

752	42
501	752
2766	752
1193	752
3795	752
3045	752
8693	752
11786	752
5819	752
1562	752
1563	752
4354	752
15796	752
5092	752
5093	752
3796	752
5094	752
6740	752
2080	752
9314	752
1194	752
2767	752
941	752
3046	752
5574	752
3797	752
5820	752
5095	752
13674	752
1037	752
5096	752
12768	752
2768	752
4123	752
11787	752
11788	752
4310	752
5097	752
6741	752
3798	752
9758	752
5098	752
3799	752

753	5
552	753
141	753
492	753
549	753
5	753

754	1
366	754

755	8
114	755
67	755
113	755
66	755
367	755
38	755
1744	755
756	755

756	15
114	756
67	756
66	756
241	756
367	756
7	756
598	756
755	756
599	756
40	756
339	756
96	756
2094	756
2533	756
3301	756

757	9
122	757
249	757
494	757
592	757
268	757
1079	757
1080	757
1004	757
5120	757

758	12
369	758
133	758
268	758
502	758
143	758
10948	758
10454	758
12380	758
11816	758
5596	758
1276	758
11453	758

759	7
268	759
133	759
592	759
502	759
1000	759
761	759
14071	759

760	12
58	760
268	760
502	760
585	760
256	760
369	760
466	760
9927	760
3818	760
1789	760
3242	760
5633	760

761	8
369	761
502	761
592	761
133	761
268	761
276	761
759	761
907	761

762	3
268	762
5594	762
995	762

763	25
141	763
135	763
5	763
243	763
140	763
8213	763
7588	763
11007	763
1328	763
14201	763
8711	763
1310	763
11396	763
6994	763
8959	763
1460	763
3822	763
11014	763
8185	763
12268	763
9782	763
2015	763
1198	763
1199	763
4989	763

764	20
56	764
154	764
133	764
258	764
125	764
468	764
143	764
872	764
469	764
764	764
1221	764
1868	764
9948	764
11769	764
3833	764
5138	764
5618	764
1581	764
2790	764
5139	764

765	36
152	765
49	765
133	765
56	765
10508	765
3071	765
12451	765
5724	765
12453	765
8807	765
6785	765
2361	765
8809	765
4290	765
5729	765
8811	765
5730	765
10515	765
8219	765
14338	765
5486	765
6786	765
8812	765
1537	765
8220	765
5734	765
16445	765
8814	765
10518	765
2112	765
3213	765
10452	765
10519	765
8820	765
7312	765
3520	765

766	4
133	766
13721	766
9949	766
19404	766

767	34
133	767
175	767
371	767
4389	767
5122	767
2290	767
3652	767
5603	767
5131	767
3538	767
6791	767
13569	767
4154	767
15685	767
5392	767
12407	767
1581	767
5565	767
18241	767
7224	767
3083	767
6381	767
6637	767
4168	767
3084	767
4163	767
13687	767
3743	767
8735	767
6631	767
1350	767
6792	767
5631	767
12377	767

768	25
133	768
17791	768
3048	768
10433	768
2793	768
14265	768
15840	768
3075	768
2114	768
4154	768
6719	768
1467	768
3078	768
6752	768
8221	768
4159	768
2294	768
12412	768
19405	768
2295	768
18251	768
6499	768
10450	768
19408	768
6789	768

769	13
463	769
133	769
172	769
112	769
136	769
1217	769
1225	769
5617	769
1445	769
2014	769
3301	769
13324	769
6076	769

770	17
126	770
237	770
118	770
328	770
133	770
1588	770
4086	770
4888	770
14730	770
3735	770
1589	770
18891	770
10351	770
4327	770
1590	770
1321	770
12287	770

771	9
607	771
133	771
296	771
1226	771
11657	771
3736	771
1591	771
1590	771
1004	771

772	7
636	772
431	772
133	772
8223	772
1339	772
1342	772
1587	772

773	8
133	773
989	773
3023	773
1223	773
1666	773
2292	773
15113	773
1349	773

774	1
133	774

775	1
369	775

776	5
712	776
0	776
3849	776
2128	776
3850	776

777	30
1244	777
623	777
207	777
778	777
722	777
929	777
208	777
777	777
298	777
2824	777
2825	777
5194	777
8748	777
2826	777
5195	777
5196	777
3878	777
6836	777
3879	777
2827	777
13766	777
5197	777
5198	777
6837	777
5199	777
5200	777
1605	777
3880	777
2828	777
2829	777

778	32
208	778
623	778
357	778
778	778
5178	778
2825	778
2144	778
8748	778
2831	778
777	778
1245	778
2827	778
3356	778
9991	778
8252	778
1123	778
2303	778
3884	778
9992	778
5200	778
3885	778
1605	778
3880	778
6840	778
9993	778
7081	778
5186	778
2832	778
6841	778
2833	778
1607	778
1246	778

779	25
405	779
640	779
513	779
687	779
624	779
726	779
1356	779
5222	779
8276	779
17861	779
10003	779
3892	779
1615	779
11304	779
3891	779
2305	779
13780	779
2849	779
858	779
6853	779
5223	779
5218	779
11900	779
10004	779
1614	779

780	2
270	780
1361	780

781	4
643	781
270	781
285	781
1118	781

782	3
270	782
947	782
1255	782

783	3
285	783
475	783
270	783

784	9
641	784
285	784
197	784
1759	784
1118	784
1483	784
947	784
3853	784
1625	784

785	2
3973	785
2353	785

786	2
2846	786
16010	786

787	3
863	787
49	787
4289	787

788	12
1316	788
14398	788
2619	788
16478	788
8073	788
5417	788
3699	788
5743	788
19589	788
5372	788
16480	788
7045	788

789	11
371	789
705	789
629	789
574	789
2108	789
3783	789
12813	789
8149	789
14251	789
14254	789
15826	789

790	1
371	790

791	8
371	791
562	791
188	791
505	791
1727	791
19415	791
3063	791
736	791

792	26
574	792
371	792
7219	792
2379	792
2075	792
4935	792
4167	792
15842	792
18249	792
6682	792
5613	792
1344	792
5570	792
3743	792
3642	792
15663	792
1686	792
4825	792
2548	792
3040	792
16398	792
3244	792
9909	792
4918	792
4826	792
1987	792

793	5
51	793
9055	793
12047	793
7126	793
5791	793

794	7
3021	794
3022	794
15370	794
16023	794
8657	794
16492	794
5558	794

795	11
7319	795
1783	795
1810	795
16457	795
11538	795
1313	795
12482	795
